classcombo,advantage,competency,Alcohol.Tolerance.Perk,Allundean,Archery,Armor.Making,Armor.Repair,Axe.Making,Backstab,Bandage,Bandage.Making,Bash,Basketweaving,Bendune,Better.Movement.Regeneration,Blind.Fighting,Blowgun.Use,Bludgeoning.Weapons,Bow.Making,Brew,Cavilish,Charge,Chopping.Weapons,City.Forage,City.Hunt,City.Stealth,Clayworking,Climb,Clothworking,Club.Making,Cooking,Crossbow.Use,Customcraft,Direction.Sense,Disarm,Dual.Wield,Dyeing,Feather.Working,Flee,Fletchery,Floristry,Forage,Guarding,Hack,Haggle,Hide.city,Hide.wilderness,Hitch.2.Mounts,Hunt.city,Hunt.wilderness,Instrument.Making,Jewelry.Making,Kick,Knife.Making,Learn.Languages.Perk,Learn.Ride.Faster,Leatherworking,Listen.city,Listen.wilderness,Lumberjacking,Mirukkium,Pain.Tolerance.Perk,Parry,Peek,Pick,Pick.Making,Piercing.Weapons,Pilot,Poisoning,Rescue,Ride,Riposte,Sap,Scan,Search,Shield.Use,Skinning,Slashing.Weapons,Sleight.of.Hand,Sling.Use,Sneak.city,Sneak.wilderness,Spear.Making,Steal,Stonecrafting,Subdue,Sword.Making,Tame.Mounts,Tanning,Tent.Making,Threaten,Throw,Tool.Making,Tribal.Accent,Two.Handed,Value,Wagon.Making,Watch,Wilderness.Forage,Wilderness.Hunt,Wilderness.Quit,Wilderness.Stealth,Woodworking
Dune.Trader Touched.Drovian,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,3,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,3,3,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,3,0,3,0,0,3,0,2,3,0,0,0,2,2,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,1,4
Dune.Trader Touched.Elkros,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,3,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,3,0,0,0,4,4,3,4,0,0,4,0,3,4,0,1,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Touched.Rukkian,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,2,4,4,4,2,1,3,0,2,4,4,0,4,4,3,0,0,4,0,0,0,0,2,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,1,0,0,0,4
Dune.Trader Touched.Suk.Krathi,Wilderness,Heavy mercantile,0,3,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,3,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,1,0,4,0,3,4,3,1,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Touched.Vivaduan,Wilderness,Heavy mercantile,1,0,2,4,4,4,0,3,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,3,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,1,0,0,0,4
Dune.Trader Touched.Whiran,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,2,2,0,0,0,4,4,0,4,0,0,4,3,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,3,3,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,1,4
Dune.Trader Wastelander,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,1,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,4,3,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,4,2,4,0,0,1,0,1,0,4
Dune.Trader Weaponscrafter,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,4,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Enforcer Archer,Criminal,Heavy combat,0,0,4,0,0,0,4,0,0,4,0,0,0,4,4,4,3,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,3,3,4,3,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Armormaker,Criminal,Heavy combat,0,0,0,4,4,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,3,0,4,0,0,2,4,0,3,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,4,0,4,4,3,0,4,3,0,0,0,0,0,0,0
Enforcer Bandit,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,3,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,1,1,0
Enforcer Bard,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,3,3,0,0,0,0,4,0,4,0,1,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,4,0,4,0,4,3,0,3,0,0,3,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Enforcer Berserker,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Bounty.Hunter,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,0,0,3,3,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,3,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,1,0,0,0
Enforcer Bruiser,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Caravan.Guide,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,4,0,4,4,4,0,0,3,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,3,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,0,0,0,1,0,0
Enforcer Con.Artist,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,3,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,3,0,0,4,0,0,4,0,0,4,0,0,4,0,4,4,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,3,0,0,0,0,0
Enforcer Crafter,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,4,0,0,4,4,4,0,0,0,0,4,1,1,1,4,3,0,0,2,4,0,0,4,4,4,0,4,0,0,3,4,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,4,3,0,0,3,0,4,4,3,0,4,3,0,0,0,0,0,0,0
Enforcer Custom.Crafter,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0
Enforcer Forester,Criminal,Heavy combat,0,0,0,0,0,4,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,4,2,4,0,3,4,4,0,0,4,0,0,2,4,0,3,3,0,0,0,2,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,2,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,0,0,1,0,0,4
Enforcer Grebber,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,4,4,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,0,4,0,3,4,0,4,3,3,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,1,1,0,1,0
Enforcer Guard,Criminal,Heavy combat,0,0,0,0,0,0,4,3,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Enforcer House.Servant,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,3,4,0,0,4,4,0,0,4,0,3,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,4,0,0,4,4,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Enforcer Hunter,Criminal,Heavy combat,0,0,3,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,3,0,2,4,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,0,4,0,0,4,4,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,1,0,1,0
Enforcer Jeweler,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,3,4,0,0,3,4,0,3,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,3,3,0,0,0,0,4,4,3,0,4,3,0,0,0,0,0,0,0
Enforcer Lancer,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Linguist,Criminal,Heavy combat,0,4,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Marksman,Criminal,Heavy combat,0,0,3,0,0,0,4,0,0,4,0,0,0,4,4,4,4,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,4,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,3,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Master.Chef,Criminal,Heavy combat,1,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,4,4,0,3,4,4,0,0,4,0,0,4,4,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,3,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,0,1,0,0,0,0
Enforcer Master.Trader,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,4,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,4,3,0,1,0,0,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,4,3,0,4,3,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0
Enforcer Mercenary,Criminal,Heavy combat,1,0,0,0,4,0,4,0,0,4,0,0,1,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Enforcer Mountaineer,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,4,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,0,4,0,0,4,0,4,3,0,3,3,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,1,0,1,1,0
Enforcer Nomad,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,4,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,3,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,4,2,4,3,0,3,0,3,0,0,3,0,0,0,0,4,4,0,4,4,0,0,0,0,0,1,0,0
Enforcer Outdoorsman,Criminal,Heavy combat,0,0,3,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,4,4,4,0,0,4,0,0,2,4,0,0,3,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,4,0,4,3,4,3,0,3,3,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,1,1,1,1,0
Enforcer Outlaw,Criminal,Heavy combat,0,0,0,0,3,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,4,3,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,1,0,1,0
Enforcer Physician,Criminal,Heavy combat,0,0,0,0,0,0,4,4,4,4,0,0,0,4,4,4,0,4,0,0,4,1,1,1,3,3,0,0,2,4,0,0,4,4,0,0,4,0,4,3,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Pit.Fighter,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Poisoner,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,4,0,0,4,1,1,1,0,3,0,0,3,4,0,0,4,4,0,0,4,0,3,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,4,0,0,4,3,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Reaver,Criminal,Heavy combat,0,0,0,0,4,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Rogue,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,4,0,0,4,3,4,4,0,4,3,0,4,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Enforcer Slipknife,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Swordsman,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,3,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Enforcer Tailors,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,4,0,2,4,0,0,4,4,3,0,4,0,0,2,4,0,3,3,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,3,0,4,4,3,0,4,3,0,0,0,0,0,0,0
Enforcer Thief,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,4,0,0,4,3,0,4,0,4,3,0,3,0,0,4,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Thug,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Touched.Drovian,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,0,0,4,0,0,4,0,4,3,0,3,2,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,1,0
Enforcer Touched.Elkros,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Touched.Rukkian,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,3,4,0,0,3,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,3,3,0,0,0,0,4,4,0,0,4,0,0,0,1,0,0,0,0
Enforcer Touched.Suk.Krathi,Criminal,Heavy combat,0,3,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,3,3,0,0,4,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,1,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
Enforcer Touched.Vivaduan,Criminal,Heavy combat,1,0,0,0,0,0,4,3,0,4,0,0,0,4,4,4,0,3,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,3,3,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,1,0,0,0,0
Enforcer Touched.Whiran,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,0,0,3,2,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,0,0,4,3,0,4,0,4,3,0,3,3,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,1,0
Enforcer Wastelander,Criminal,Heavy combat,0,0,0,0,0,0,4,0,0,4,0,4,1,4,4,4,0,0,0,0,4,1,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,3,0,4,4,3,4,0,4,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,4,4,0,0,0,1,0,1,0,0
Enforcer Weaponscrafter,Criminal,Heavy combat,0,0,0,0,0,4,4,0,0,4,0,0,0,4,4,4,0,0,0,0,4,1,1,1,0,3,0,4,2,4,0,0,4,4,0,0,4,0,0,2,4,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,3,0,3,0,4,0,0,3,4,0,0,0,4,4,3,0,4,3,0,0,0,0,0,0,0
Fence Archer,Criminal,Heavy mercantile,0,4,4,4,4,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,4,4,4,4,1,3,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Armormaker,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,0,1,0,0,1,0
Fence Bandit,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,3,4,4,4,2,1,3,0,2,4,4,0,4,0,3,0,0,4,3,4,1,0,0,0,4,0,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,4,0,0,0,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,3,0,4,0,2,4,0,0,1,0,1,1,0
Fence Bard,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,2,1,0,0,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,4,4,0,4,1,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,4,0,2,0,0,3,0,3,0,4,3,4,0,4,0,4,0,0,0,4,0,2,4,0,3,1,0,0,1,0
Fence Berserker,Criminal,Heavy mercantile,0,4,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,4,0,0,3,0,0,0,4,0,4,4,4,2,1,0,3,2,4,4,0,4,0,3,0,0,4,3,0,1,0,0,0,4,3,4,0,0,4,3,0,0,0,0,0,3,0,4,2,0,3,0,0,0,0,0,0,2,0,0,3,0,3,0,4,3,4,3,4,0,4,0,3,0,4,0,2,4,0,0,1,0,0,1,0
