subclass,skill_group,skill,skill_level,skill_number,branches_from
Con.Artist,Stealth,Sneak (city),,0,
Con.Artist,Stealth,Sneak (wilderness),,0,
Con.Artist,Weapon,Bludgeoning Weapons,,0,
Con.Artist,Weapon,Chopping Weapons,,0,
Con.Artist,Weapon,Piercing Weapons,,0,
Con.Artist,Weapon,Slashing Weapons,,0,
Poisoner,Barter,Haggle,,0,
Poisoner,Barter,Value,,0,
Poisoner,Combat,Archery,,0,
Poisoner,Combat,Backstab,,0,
Poisoner,Combat,Bash,,0,
Poisoner,Combat,Blind Fighting,,0,
Poisoner,Combat,Blowgun Use,,0,
Poisoner,Combat,Charge,,0,
Poisoner,Combat,Crossbow Use,,0,
Poisoner,Combat,Disarm,,0,
Poisoner,Combat,Dual Wield,,0,
Poisoner,Combat,Flee,,0,
Poisoner,Combat,Guarding,,0,
Poisoner,Combat,Hack,,0,
Poisoner,Combat,Kick,,0,
Poisoner,Combat,Parry,,0,
Poisoner,Combat,Rescue,,0,
Poisoner,Combat,Riposte,,0,
Poisoner,Combat,Sap,,0,
Poisoner,Combat,Shield Use,,0,
Poisoner,Combat,Sling Use,,0,
Poisoner,Combat,Subdue,,0,
Poisoner,Combat,Threaten,,0,
Poisoner,Combat,Throw,,0,
Poisoner,Combat,Two Handed,,0,
Poisoner,Craft,Armor Making,,0,
Poisoner,Craft,Armor Repair,,0,
Poisoner,Craft,Axe Making,,0,
Poisoner,Craft,Bandage Making,,0,
Poisoner,Craft,Basketweaving,,0,
Poisoner,Craft,Bow Making,,0,
Poisoner,Craft,Brew,master,4,
Poisoner,Craft,Clayworking,,0,
Poisoner,Craft,Clothworking,,0,
Poisoner,Craft,Club Making,,0,
Poisoner,Craft,Cooking,advanced,3,
Poisoner,Craft,Dyeing,,0,
Poisoner,Craft,Feather Working,,0,
Poisoner,Craft,Fletchery,,0,
Poisoner,Craft,Floristry,advanced,3,
Poisoner,Craft,Instrument Making,,0,
Poisoner,Craft,Jewelry Making,,0,
Poisoner,Craft,Knife Making,,0,
Poisoner,Craft,Leatherworking,,0,
Poisoner,Craft,Lumberjacking,,0,
Poisoner,Craft,Pick Making,,0,
Poisoner,Craft,Spear Making,,0,
Poisoner,Craft,Stonecrafting,,0,
Poisoner,Craft,Sword Making,,0,
Poisoner,Craft,Tanning,,0,
Poisoner,Craft,Tent Making,,0,
Poisoner,Craft,Tool Making,,0,
Poisoner,Craft,Wagon Making,,0,
Poisoner,Craft,Woodworking,,0,
Poisoner,Language,Allundean,,0,
Poisoner,Language,Bendune,,0,
Poisoner,Language,Cavilish,,0,
Poisoner,Language,Mirukkium,,0,
Poisoner,Language,Tribal Accent,,0,
Poisoner,Manipulation,Bandage,,0,
Poisoner,Manipulation,Pick,,0,
Poisoner,Manipulation,Pilot,,0,
Poisoner,Manipulation,Poisoning,master,4,
Poisoner,Manipulation,Ride,,0,
Poisoner,Manipulation,Skinning,advanced,3,
Poisoner,Manipulation,Sleight of Hand,,0,
Poisoner,Manipulation,Steal,,0,
Poisoner,Perception,Direction Sense,,0,
Poisoner,Perception,Forage,,0,
Poisoner,Perception,Hunt (city),,0,
Poisoner,Perception,Hunt (wilderness),,0,
Poisoner,Perception,Listen (city),,0,
Poisoner,Perception,Listen (wilderness),,0,
Poisoner,Perception,Peek,,0,
Poisoner,Perception,Scan,,0,
Poisoner,Perception,Search,,0,
Poisoner,Perception,Watch,,0,
Poisoner,Perk,Alcohol Tolerance Perk,,0,
Poisoner,Perk,Better Movement Regeneration,,0,
Poisoner,Perk,City Forage,,0,
Poisoner,Perk,City Hunt,,0,
Poisoner,Perk,City Stealth,,0,
Poisoner,Perk,Customcraft,,0,
Poisoner,Perk,Hitch 2 Mounts,,0,
Poisoner,Perk,Learn Languages Perk,,0,
Poisoner,Perk,Learn Ride Faster,,0,
Poisoner,Perk,Pain Tolerance Perk,,0,
Poisoner,Perk,Tame Mounts,,0,
Poisoner,Perk,Wilderness Forage,,0,
Poisoner,Perk,Wilderness Hunt,,0,
Poisoner,Perk,Wilderness Quit,,0,
Poisoner,Perk,Wilderness Stealth,,0,
Poisoner,Stealth,Climb,,0,
Poisoner,Stealth,Hide (city),,0,
Poisoner,Stealth,Hide (wilderness),,0,
Poisoner,Stealth,Sneak (city),,0,
Poisoner,Stealth,Sneak (wilderness),,0,
Poisoner,Weapon,Bludgeoning Weapons,,0,
Poisoner,Weapon,Chopping Weapons,,0,
Poisoner,Weapon,Piercing Weapons,,0,
Poisoner,Weapon,Slashing Weapons,,0,
Rogue,Barter,Haggle,,0,
Rogue,Barter,Value,,0,
Rogue,Combat,Archery,,0,
Rogue,Combat,Backstab,,0,
Rogue,Combat,Bash,,0,
Rogue,Combat,Blind Fighting,,0,
Rogue,Combat,Blowgun Use,,0,
Rogue,Combat,Charge,,0,
Rogue,Combat,Crossbow Use,,0,
Rogue,Combat,Disarm,,0,
Rogue,Combat,Dual Wield,,0,
Rogue,Combat,Flee,,0,
Rogue,Combat,Guarding,,0,
Rogue,Combat,Hack,,0,
Rogue,Combat,Kick,,0,
Rogue,Combat,Parry,,0,
Rogue,Combat,Rescue,,0,
Rogue,Combat,Riposte,,0,
Rogue,Combat,Sap,,0,
Rogue,Combat,Shield Use,,0,
Rogue,Combat,Sling Use,,0,
Rogue,Combat,Subdue,,0,
Rogue,Combat,Threaten,,0,
Rogue,Combat,Throw,,0,
Rogue,Combat,Two Handed,,0,
Rogue,Craft,Armor Making,,0,
Rogue,Craft,Armor Repair,,0,
Rogue,Craft,Axe Making,,0,
Rogue,Craft,Bandage Making,,0,
Rogue,Craft,Basketweaving,,0,
Rogue,Craft,Bow Making,,0,
Rogue,Craft,Brew,,0,
Rogue,Craft,Clayworking,,0,
Rogue,Craft,Clothworking,,0,
Rogue,Craft,Club Making,,0,
Rogue,Craft,Cooking,,0,
Rogue,Craft,Dyeing,,0,
Rogue,Craft,Feather Working,,0,
Rogue,Craft,Fletchery,,0,
Rogue,Craft,Floristry,,0,
Rogue,Craft,Instrument Making,,0,
Rogue,Craft,Jewelry Making,,0,
Rogue,Craft,Knife Making,,0,
Rogue,Craft,Leatherworking,,0,
Rogue,Craft,Lumberjacking,,0,
Rogue,Craft,Pick Making,,0,
Rogue,Craft,Spear Making,,0,
Rogue,Craft,Stonecrafting,,0,
Rogue,Craft,Sword Making,,0,
Rogue,Craft,Tanning,,0,
Rogue,Craft,Tent Making,,0,
Rogue,Craft,Tool Making,,0,
Rogue,Craft,Wagon Making,,0,
Rogue,Craft,Woodworking,,0,
Rogue,Language,Allundean,,0,
Rogue,Language,Bendune,,0,
Rogue,Language,Cavilish,,0,
Rogue,Language,Mirukkium,,0,
Rogue,Language,Tribal Accent,,0,
Rogue,Manipulation,Bandage,,0,
Rogue,Manipulation,Pick,advanced,3,
Rogue,Manipulation,Pilot,,0,
Rogue,Manipulation,Poisoning,,0,
Rogue,Manipulation,Ride,,0,
Rogue,Manipulation,Skinning,,0,
Rogue,Manipulation,Sleight of Hand,,0,
Rogue,Manipulation,Steal,,0,
Rogue,Perception,Direction Sense,,0,
Rogue,Perception,Forage,,0,
Rogue,Perception,Hunt (city),,0,
Rogue,Perception,Hunt (wilderness),,0,
Rogue,Perception,Listen (city),,0,
Rogue,Perception,Listen (wilderness),,0,
Rogue,Perception,Peek,,0,
Rogue,Perception,Scan,advanced,3,
Rogue,Perception,Search,master,4,
Rogue,Perception,Watch,advanced,3,
Rogue,Perk,Alcohol Tolerance Perk,,0,
Rogue,Perk,Better Movement Regeneration,,0,
Rogue,Perk,City Forage,,0,
Rogue,Perk,City Hunt,,0,
Rogue,Perk,City Stealth,x,1,
Rogue,Perk,Customcraft,,0,
Rogue,Perk,Hitch 2 Mounts,,0,
Rogue,Perk,Learn Languages Perk,,0,
Rogue,Perk,Learn Ride Faster,,0,
Rogue,Perk,Pain Tolerance Perk,,0,
Rogue,Perk,Tame Mounts,,0,
Rogue,Perk,Wilderness Forage,,0,
Rogue,Perk,Wilderness Hunt,,0,
Rogue,Perk,Wilderness Quit,,0,
Rogue,Perk,Wilderness Stealth,,0,
Rogue,Stealth,Climb,advanced,3,
Rogue,Stealth,Hide (city),advanced,3,
Rogue,Stealth,Hide (wilderness),,0,
Rogue,Stealth,Sneak (city),master,4,
Rogue,Stealth,Sneak (wilderness),,0,
Rogue,Weapon,Bludgeoning Weapons,,0,
Rogue,Weapon,Chopping Weapons,,0,
Rogue,Weapon,Piercing Weapons,,0,
Rogue,Weapon,Slashing Weapons,,0,
Slipknife,Barter,Haggle,,0,
Slipknife,Barter,Value,,0,
Slipknife,Combat,Archery,,0,
Slipknife,Combat,Backstab,master,4,
Slipknife,Combat,Bash,,0,
Slipknife,Combat,Blind Fighting,,0,
Slipknife,Combat,Blowgun Use,advanced,3,
Slipknife,Combat,Charge,,0,
Slipknife,Combat,Crossbow Use,,0,
Slipknife,Combat,Disarm,,0,
Slipknife,Combat,Dual Wield,,0,
Slipknife,Combat,Flee,,0,
Slipknife,Combat,Guarding,,0,
Slipknife,Combat,Hack,,0,
Slipknife,Combat,Kick,,0,
Slipknife,Combat,Parry,,0,
Slipknife,Combat,Rescue,,0,
Slipknife,Combat,Riposte,,0,
Slipknife,Combat,Sap,,0,
Slipknife,Combat,Shield Use,,0,
Slipknife,Combat,Sling Use,,0,
Slipknife,Combat,Subdue,,0,
Slipknife,Combat,Threaten,,0,
Slipknife,Combat,Throw,advanced,3,
Slipknife,Combat,Two Handed,,0,
Slipknife,Craft,Armor Making,,0,
Slipknife,Craft,Armor Repair,,0,
Slipknife,Craft,Axe Making,,0,
Slipknife,Craft,Bandage Making,,0,
Slipknife,Craft,Basketweaving,,0,
Slipknife,Craft,Bow Making,,0,
Slipknife,Craft,Brew,,0,
Slipknife,Craft,Clayworking,,0,
Slipknife,Craft,Clothworking,,0,
Slipknife,Craft,Club Making,,0,
Slipknife,Craft,Cooking,,0,
Slipknife,Craft,Dyeing,,0,
Slipknife,Craft,Feather Working,,0,
Slipknife,Craft,Fletchery,,0,
Slipknife,Craft,Floristry,,0,
Slipknife,Craft,Instrument Making,,0,
Slipknife,Craft,Jewelry Making,,0,
Slipknife,Craft,Knife Making,,0,
Slipknife,Craft,Leatherworking,,0,
Slipknife,Craft,Lumberjacking,,0,
Slipknife,Craft,Pick Making,,0,
Slipknife,Craft,Spear Making,,0,
Slipknife,Craft,Stonecrafting,,0,
Slipknife,Craft,Sword Making,,0,
Slipknife,Craft,Tanning,,0,
Slipknife,Craft,Tent Making,,0,
Slipknife,Craft,Tool Making,,0,
Slipknife,Craft,Wagon Making,,0,
Slipknife,Craft,Woodworking,,0,
Slipknife,Language,Allundean,,0,
Slipknife,Language,Bendune,,0,
Slipknife,Language,Cavilish,,0,
Slipknife,Language,Mirukkium,,0,
Slipknife,Language,Tribal Accent,,0,
Slipknife,Manipulation,Bandage,,0,
Slipknife,Manipulation,Pick,,0,
Slipknife,Manipulation,Pilot,,0,
Slipknife,Manipulation,Poisoning,advanced,3,
Slipknife,Manipulation,Ride,,0,
Slipknife,Manipulation,Skinning,,0,
Slipknife,Manipulation,Sleight of Hand,advanced,3,
Slipknife,Manipulation,Steal,,0,
Slipknife,Perception,Direction Sense,,0,
Slipknife,Perception,Forage,,0,
Slipknife,Perception,Hunt (city),,0,
Slipknife,Perception,Hunt (wilderness),,0,
Slipknife,Perception,Listen (city),,0,
Slipknife,Perception,Listen (wilderness),,0,
Slipknife,Perception,Peek,,0,
Slipknife,Perception,Scan,,0,
Slipknife,Perception,Search,,0,
Slipknife,Perception,Watch,,0,
Slipknife,Perk,Alcohol Tolerance Perk,,0,
Slipknife,Perk,Better Movement Regeneration,,0,
Slipknife,Perk,City Forage,,0,
Slipknife,Perk,City Hunt,,0,
Slipknife,Perk,City Stealth,x,1,
Slipknife,Perk,Customcraft,,0,
Slipknife,Perk,Hitch 2 Mounts,,0,
Slipknife,Perk,Learn Languages Perk,,0,
Slipknife,Perk,Learn Ride Faster,,0,
Slipknife,Perk,Pain Tolerance Perk,,0,
Slipknife,Perk,Tame Mounts,,0,
Slipknife,Perk,Wilderness Forage,,0,
Slipknife,Perk,Wilderness Hunt,,0,
Slipknife,Perk,Wilderness Quit,,0,
Slipknife,Perk,Wilderness Stealth,,0,
Slipknife,Stealth,Climb,,0,
Slipknife,Stealth,Hide (city),advanced,3,
Slipknife,Stealth,Hide (wilderness),,0,
Slipknife,Stealth,Sneak (city),advanced,3,
Slipknife,Stealth,Sneak (wilderness),,0,
Slipknife,Weapon,Bludgeoning Weapons,,0,
Slipknife,Weapon,Chopping Weapons,,0,
Slipknife,Weapon,Piercing Weapons,,0,
Slipknife,Weapon,Slashing Weapons,,0,
Thief,Barter,Haggle,,0,
Thief,Barter,Value,,0,
Thief,Combat,Archery,,0,
Thief,Combat,Backstab,,0,
Thief,Combat,Bash,,0,
Thief,Combat,Blind Fighting,,0,
Thief,Combat,Blowgun Use,,0,
Thief,Combat,Charge,,0,
Thief,Combat,Crossbow Use,,0,
Thief,Combat,Disarm,,0,
Thief,Combat,Dual Wield,,0,
Thief,Combat,Flee,,0,
Thief,Combat,Guarding,,0,
Thief,Combat,Hack,,0,
Thief,Combat,Kick,,0,
Thief,Combat,Parry,,0,
Thief,Combat,Rescue,,0,
Thief,Combat,Riposte,,0,
Thief,Combat,Sap,advanced,3,
Thief,Combat,Shield Use,,0,
Thief,Combat,Sling Use,,0,
Thief,Combat,Subdue,,0,
Thief,Combat,Threaten,,0,
Thief,Combat,Throw,,0,
Thief,Combat,Two Handed,,0,
Thief,Craft,Armor Making,,0,
Thief,Craft,Armor Repair,,0,
Thief,Craft,Axe Making,,0,
Thief,Craft,Bandage Making,,0,
Thief,Craft,Basketweaving,,0,
Thief,Craft,Bow Making,,0,
Thief,Craft,Brew,,0,
Thief,Craft,Clayworking,,0,
Thief,Craft,Clothworking,,0,
Thief,Craft,Club Making,,0,
Thief,Craft,Cooking,,0,
Thief,Craft,Dyeing,,0,
Thief,Craft,Feather Working,,0,
Thief,Craft,Fletchery,,0,
Thief,Craft,Floristry,,0,
Thief,Craft,Instrument Making,,0,
Thief,Craft,Jewelry Making,,0,
Thief,Craft,Knife Making,,0,
Thief,Craft,Leatherworking,,0,
Thief,Craft,Lumberjacking,,0,
Thief,Craft,Pick Making,,0,
Thief,Craft,Spear Making,,0,
Thief,Craft,Stonecrafting,,0,
Thief,Craft,Sword Making,,0,
Thief,Craft,Tanning,,0,
Thief,Craft,Tent Making,,0,
Thief,Craft,Tool Making,,0,
Thief,Craft,Wagon Making,,0,
Thief,Craft,Woodworking,,0,
Thief,Language,Allundean,,0,
Thief,Language,Bendune,,0,
Thief,Language,Cavilish,,0,
Thief,Language,Mirukkium,,0,
Thief,Language,Tribal Accent,,0,
Thief,Manipulation,Bandage,,0,
Thief,Manipulation,Pick,,0,
Thief,Manipulation,Pilot,,0,
Thief,Manipulation,Poisoning,,0,
Thief,Manipulation,Ride,,0,
Thief,Manipulation,Skinning,,0,
Thief,Manipulation,Sleight of Hand,advanced,3,
Thief,Manipulation,Steal,master,4,
Thief,Perception,Direction Sense,,0,
Thief,Perception,Forage,,0,
Thief,Perception,Hunt (city),,0,
Thief,Perception,Hunt (wilderness),,0,
Thief,Perception,Listen (city),,0,
Thief,Perception,Listen (wilderness),,0,
Thief,Perception,Peek,advanced,3,
Thief,Perception,Scan,advanced,3,
Thief,Perception,Search,,0,
Thief,Perception,Watch,,0,
Thief,Perk,Alcohol Tolerance Perk,,0,
Thief,Perk,Better Movement Regeneration,,0,
Thief,Perk,City Forage,,0,
Thief,Perk,City Hunt,x,1,
Thief,Perk,City Stealth,x,1,
Thief,Perk,Customcraft,,0,
Thief,Perk,Hitch 2 Mounts,,0,
Thief,Perk,Learn Languages Perk,,0,
Thief,Perk,Learn Ride Faster,,0,
Thief,Perk,Pain Tolerance Perk,,0,
Thief,Perk,Tame Mounts,,0,
Thief,Perk,Wilderness Forage,,0,
Thief,Perk,Wilderness Hunt,,0,
Thief,Perk,Wilderness Quit,,0,
Thief,Perk,Wilderness Stealth,,0,
Thief,Stealth,Climb,,0,
Thief,Stealth,Hide (city),advanced,3,
Thief,Stealth,Hide (wilderness),,0,
Thief,Stealth,Sneak (city),advanced,3,
Thief,Stealth,Sneak (wilderness),,0,
Thief,Weapon,Bludgeoning Weapons,,0,
Thief,Weapon,Chopping Weapons,,0,
Thief,Weapon,Piercing Weapons,,0,
Thief,Weapon,Slashing Weapons,,0,
Bard,Barter,Haggle,advanced,3,
Bard,Barter,Value,,0,
Bard,Combat,Archery,,0,
Bard,Combat,Backstab,,0,
Bard,Combat,Bash,,0,
Bard,Combat,Blind Fighting,,0,
Bard,Combat,Blowgun Use,,0,
Bard,Combat,Charge,,0,
Bard,Combat,Crossbow Use,,0,
Bard,Combat,Disarm,,0,
Bard,Combat,Dual Wield,,0,
Bard,Combat,Flee,,0,
Bard,Combat,Guarding,,0,
Bard,Combat,Hack,,0,
Bard,Combat,Kick,,0,
Bard,Combat,Parry,,0,
Bard,Combat,Rescue,,0,
Bard,Combat,Riposte,,0,
Bard,Combat,Sap,,0,
Bard,Combat,Shield Use,,0,
Bard,Combat,Sling Use,,0,
Bard,Combat,Subdue,,0,
Bard,Combat,Threaten,,0,
Bard,Combat,Throw,,0,
Bard,Combat,Two Handed,,0,
Bard,Craft,Armor Making,,0,
Bard,Craft,Armor Repair,,0,
Bard,Craft,Axe Making,,0,
Bard,Craft,Bandage Making,,0,
Bard,Craft,Basketweaving,,0,
Bard,Craft,Bow Making,,0,
Bard,Craft,Brew,,0,
Bard,Craft,Clayworking,,0,
Bard,Craft,Clothworking,,0,
Bard,Craft,Club Making,,0,
Bard,Craft,Cooking,,0,
Bard,Craft,Dyeing,,0,
Bard,Craft,Feather Working,,0,
Bard,Craft,Fletchery,,0,
Bard,Craft,Floristry,,0,
Bard,Craft,Instrument Making,master,4,
Bard,Craft,Jewelry Making,,0,
Bard,Craft,Knife Making,,0,
Bard,Craft,Leatherworking,,0,
Bard,Craft,Lumberjacking,,0,
Bard,Craft,Pick Making,,0,
Bard,Craft,Spear Making,,0,
Bard,Craft,Stonecrafting,,0,
Bard,Craft,Sword Making,,0,
Bard,Craft,Tanning,,0,
Bard,Craft,Tent Making,,0,
Bard,Craft,Tool Making,,0,
Bard,Craft,Wagon Making,,0,
Bard,Craft,Woodworking,,0,
Bard,Language,Allundean,,0,
Bard,Language,Bendune,,0,
Bard,Language,Cavilish,,0,
Bard,Language,Mirukkium,,0,
Bard,Language,Tribal Accent,,0,
Bard,Manipulation,Bandage,,0,
Bard,Manipulation,Pick,,0,
Bard,Manipulation,Pilot,,0,
Bard,Manipulation,Poisoning,,0,
Bard,Manipulation,Ride,,0,
Bard,Manipulation,Skinning,,0,
Bard,Manipulation,Sleight of Hand,advanced,3,
Bard,Manipulation,Steal,advanced,3,
Bard,Perception,Direction Sense,,0,
Bard,Perception,Forage,,0,
Bard,Perception,Hunt (city),,0,
Bard,Perception,Hunt (wilderness),,0,
Bard,Perception,Listen (city),advanced,3,
Bard,Perception,Listen (wilderness),,0,
Bard,Perception,Peek,,0,
Bard,Perception,Scan,master,4,
Bard,Perception,Search,,0,
Bard,Perception,Watch,advanced,3,
Bard,Perk,Alcohol Tolerance Perk,,0,
Bard,Perk,Better Movement Regeneration,,0,
Bard,Perk,City Forage,,0,
Bard,Perk,City Hunt,,0,
Bard,Perk,City Stealth,,0,
Bard,Perk,Customcraft,,0,
Bard,Perk,Hitch 2 Mounts,,0,
Bard,Perk,Learn Languages Perk,x,1,
Bard,Perk,Learn Ride Faster,,0,
Bard,Perk,Pain Tolerance Perk,,0,
Bard,Perk,Tame Mounts,,0,
Bard,Perk,Wilderness Forage,,0,
Bard,Perk,Wilderness Hunt,,0,
Bard,Perk,Wilderness Quit,,0,
Bard,Perk,Wilderness Stealth,,0,
Bard,Stealth,Climb,,0,
Bard,Stealth,Hide (city),,0,
Bard,Stealth,Hide (wilderness),,0,
Bard,Stealth,Sneak (city),,0,
Bard,Stealth,Sneak (wilderness),,0,
Bard,Weapon,Bludgeoning Weapons,,0,
Bard,Weapon,Chopping Weapons,,0,
Bard,Weapon,Piercing Weapons,,0,
Bard,Weapon,Slashing Weapons,,0,
Caravan.Guide,Barter,Haggle,,0,
Caravan.Guide,Barter,Value,advanced,3,
Caravan.Guide,Combat,Archery,,0,
Caravan.Guide,Combat,Backstab,,0,
Caravan.Guide,Combat,Bash,,0,
Caravan.Guide,Combat,Blind Fighting,,0,
Caravan.Guide,Combat,Blowgun Use,,0,
Caravan.Guide,Combat,Charge,,0,
Caravan.Guide,Combat,Crossbow Use,,0,
Caravan.Guide,Combat,Disarm,,0,
Caravan.Guide,Combat,Dual Wield,,0,
Caravan.Guide,Combat,Flee,,0,
Caravan.Guide,Combat,Guarding,,0,
Caravan.Guide,Combat,Hack,,0,
Caravan.Guide,Combat,Kick,,0,
Caravan.Guide,Combat,Parry,,0,
Caravan.Guide,Combat,Rescue,,0,
Caravan.Guide,Combat,Riposte,,0,
Caravan.Guide,Combat,Sap,,0,
Caravan.Guide,Combat,Shield Use,,0,
Caravan.Guide,Combat,Sling Use,,0,
Caravan.Guide,Combat,Subdue,,0,
Caravan.Guide,Combat,Threaten,,0,
Caravan.Guide,Combat,Throw,,0,
Caravan.Guide,Combat,Two Handed,,0,
Caravan.Guide,Craft,Armor Making,,0,
Caravan.Guide,Craft,Armor Repair,,0,
Caravan.Guide,Craft,Axe Making,,0,
Caravan.Guide,Craft,Bandage Making,,0,
Caravan.Guide,Craft,Basketweaving,,0,
Caravan.Guide,Craft,Bow Making,,0,
Caravan.Guide,Craft,Brew,,0,
Caravan.Guide,Craft,Clayworking,,0,
Caravan.Guide,Craft,Clothworking,,0,
Caravan.Guide,Craft,Club Making,,0,
Caravan.Guide,Craft,Cooking,,0,
Caravan.Guide,Craft,Dyeing,,0,
Caravan.Guide,Craft,Feather Working,,0,
Caravan.Guide,Craft,Fletchery,,0,
Caravan.Guide,Craft,Floristry,,0,
Caravan.Guide,Craft,Instrument Making,,0,
Caravan.Guide,Craft,Jewelry Making,,0,
Caravan.Guide,Craft,Knife Making,,0,
Caravan.Guide,Craft,Leatherworking,,0,
Caravan.Guide,Craft,Lumberjacking,,0,
Caravan.Guide,Craft,Pick Making,,0,
Caravan.Guide,Craft,Spear Making,,0,
Caravan.Guide,Craft,Stonecrafting,,0,
Caravan.Guide,Craft,Sword Making,,0,
Caravan.Guide,Craft,Tanning,,0,
Caravan.Guide,Craft,Tent Making,,0,
Caravan.Guide,Craft,Tool Making,,0,
Caravan.Guide,Craft,Wagon Making,,0,
Caravan.Guide,Craft,Woodworking,,0,
Caravan.Guide,Language,Allundean,,0,
Caravan.Guide,Language,Bendune,master,4,
Caravan.Guide,Language,Cavilish,advanced,3,
Caravan.Guide,Language,Mirukkium,,0,
Caravan.Guide,Language,Tribal Accent,,0,
Caravan.Guide,Manipulation,Bandage,,0,
Caravan.Guide,Manipulation,Pick,,0,
Caravan.Guide,Manipulation,Pilot,advanced,3,
Caravan.Guide,Manipulation,Poisoning,,0,
Caravan.Guide,Manipulation,Ride,advanced,3,
Caravan.Guide,Manipulation,Skinning,,0,
Caravan.Guide,Manipulation,Sleight of Hand,,0,
Caravan.Guide,Manipulation,Steal,,0,
Caravan.Guide,Perception,Direction Sense,advanced,3,
Caravan.Guide,Perception,Forage,,0,
Caravan.Guide,Perception,Hunt (city),,0,
Caravan.Guide,Perception,Hunt (wilderness),,0,
Caravan.Guide,Perception,Listen (city),,0,
Caravan.Guide,Perception,Listen (wilderness),,0,
Caravan.Guide,Perception,Peek,,0,
Caravan.Guide,Perception,Scan,,0,
Caravan.Guide,Perception,Search,,0,
Caravan.Guide,Perception,Watch,,0,
Caravan.Guide,Perk,Alcohol Tolerance Perk,,0,
Caravan.Guide,Perk,Better Movement Regeneration,,0,
Caravan.Guide,Perk,City Forage,,0,
Caravan.Guide,Perk,City Hunt,,0,
Caravan.Guide,Perk,City Stealth,,0,
Caravan.Guide,Perk,Customcraft,,0,
Caravan.Guide,Perk,Hitch 2 Mounts,x,1,
Caravan.Guide,Perk,Learn Languages Perk,,0,
Caravan.Guide,Perk,Learn Ride Faster,,0,
Caravan.Guide,Perk,Pain Tolerance Perk,,0,
Caravan.Guide,Perk,Tame Mounts,,0,
Caravan.Guide,Perk,Wilderness Forage,,0,
Caravan.Guide,Perk,Wilderness Hunt,,0,
Caravan.Guide,Perk,Wilderness Quit,x,1,
Caravan.Guide,Perk,Wilderness Stealth,,0,
Caravan.Guide,Stealth,Climb,,0,
Caravan.Guide,Stealth,Hide (city),,0,
Caravan.Guide,Stealth,Hide (wilderness),,0,
Caravan.Guide,Stealth,Sneak (city),,0,
Caravan.Guide,Stealth,Sneak (wilderness),,0,
Caravan.Guide,Weapon,Bludgeoning Weapons,,0,
Caravan.Guide,Weapon,Chopping Weapons,,0,
Caravan.Guide,Weapon,Piercing Weapons,,0,
Caravan.Guide,Weapon,Slashing Weapons,,0,
House.Servant,Barter,Haggle,,0,
House.Servant,Barter,Value,,0,
House.Servant,Combat,Archery,,0,
House.Servant,Combat,Backstab,,0,
House.Servant,Combat,Bash,,0,
House.Servant,Combat,Blind Fighting,,0,
House.Servant,Combat,Blowgun Use,,0,
House.Servant,Combat,Charge,,0,
House.Servant,Combat,Crossbow Use,,0,
House.Servant,Combat,Disarm,,0,
House.Servant,Combat,Dual Wield,,0,
House.Servant,Combat,Flee,,0,
House.Servant,Combat,Guarding,,0,
House.Servant,Combat,Hack,,0,
House.Servant,Combat,Kick,,0,
House.Servant,Combat,Parry,,0,
House.Servant,Combat,Rescue,,0,
House.Servant,Combat,Riposte,,0,
House.Servant,Combat,Sap,,0,
House.Servant,Combat,Shield Use,,0,
House.Servant,Combat,Sling Use,,0,
House.Servant,Combat,Subdue,,0,
House.Servant,Combat,Threaten,,0,
House.Servant,Combat,Throw,,0,
House.Servant,Combat,Two Handed,,0,
House.Servant,Craft,Armor Making,,0,
House.Servant,Craft,Armor Repair,,0,
House.Servant,Craft,Axe Making,,0,
House.Servant,Craft,Bandage Making,,0,
House.Servant,Craft,Basketweaving,,0,
House.Servant,Craft,Bow Making,,0,
House.Servant,Craft,Brew,,0,
House.Servant,Craft,Clayworking,,0,
House.Servant,Craft,Clothworking,,0,
House.Servant,Craft,Club Making,,0,
House.Servant,Craft,Cooking,advanced,3,
House.Servant,Craft,Dyeing,,0,
House.Servant,Craft,Feather Working,,0,
House.Servant,Craft,Fletchery,,0,
House.Servant,Craft,Floristry,advanced,3,
House.Servant,Craft,Instrument Making,,0,
House.Servant,Craft,Jewelry Making,,0,
House.Servant,Craft,Knife Making,,0,
House.Servant,Craft,Leatherworking,,0,
House.Servant,Craft,Lumberjacking,,0,
House.Servant,Craft,Pick Making,,0,
House.Servant,Craft,Spear Making,,0,
House.Servant,Craft,Stonecrafting,,0,
House.Servant,Craft,Sword Making,,0,
House.Servant,Craft,Tanning,,0,
House.Servant,Craft,Tent Making,,0,
House.Servant,Craft,Tool Making,,0,
House.Servant,Craft,Wagon Making,,0,
House.Servant,Craft,Woodworking,,0,
House.Servant,Language,Allundean,,0,
House.Servant,Language,Bendune,,0,
House.Servant,Language,Cavilish,,0,
House.Servant,Language,Mirukkium,,0,
House.Servant,Language,Tribal Accent,,0,
House.Servant,Manipulation,Bandage,,0,
House.Servant,Manipulation,Pick,,0,
House.Servant,Manipulation,Pilot,advanced,3,
House.Servant,Manipulation,Poisoning,,0,
House.Servant,Manipulation,Ride,,0,
House.Servant,Manipulation,Skinning,,0,
House.Servant,Manipulation,Sleight of Hand,advanced,3,
House.Servant,Manipulation,Steal,,0,
House.Servant,Perception,Direction Sense,,0,
House.Servant,Perception,Forage,,0,
